"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geoData";
"282";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №178";"Юго-Западный административный округ";"Академический район";"город Москва, улица Дмитрия Ульянова, дом 24";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.686455";"37.576182";"918659584";"{type=Point, coordinates=[37.576182, 55.686455]}";
"283";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №173";"Юго-Западный административный округ";"район Тёплый Стан";"город Москва, улица Тёплый Стан, дом 4";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.62762";"37.489192";"918659585";"{type=Point, coordinates=[37.489192, 55.62762]}";
"284";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №171";"Юго-Западный административный округ";"район Ясенево";"город Москва, Вильнюсская улица, дом 17";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.597136";"37.518375";"918659586";"{type=Point, coordinates=[37.518375, 55.597136]}";
"285";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №170";"Юго-Западный административный округ";"район Ясенево";"город Москва, улица Паустовского, дом 2/34";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.603277";"37.541667";"918659587";"{type=Point, coordinates=[37.541667, 55.603277]}";
"286";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №169 «Проспект»";"Юго-Западный административный округ";"район Тёплый Стан";"город Москва, Ленинский проспект, дом 127";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.645724";"37.476704";"918659588";"{type=Point, coordinates=[37.476704, 55.645724]}";
"287";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Центральная детская библиотека №251";"Зеленоградский административный округ";"район Матушкино";"город Москва, город Зеленоград, корпус 401";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.000417";"37.208979";"918659589";"{type=Point, coordinates=[37.208979, 56.000417]}";
"288";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Центральная библиотека №249";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 607А";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.988435";"37.23044";"918659591";"{type=Point, coordinates=[37.23044, 55.988435]}";
"289";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Центральная библиотека №197 имени АА Ахматовой";"Западный административный округ";"район Крылатское";"город Москва, улица Крылатские Холмы, дом 34";"17";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764889";"37.410196";"918659592";"{type=Point, coordinates=[37.410196, 55.764889]}";
"290";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Лукинская улица, дом 11";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.642461";"37.335797";"918659593";"{type=Point, coordinates=[37.335797, 55.642461]}";
"291";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Центральная библиотека №197 имени Анны Андреевны Ахматовой";"Западный административный округ";"район Крылатское";"город Москва, Рублёвское шоссе, дом 44, корпус 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.752508";"37.412648";"918659594";"{type=Point, coordinates=[37.412648, 55.752508]}";
"292";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Библиотека №254";"Зеленоградский административный округ";"район Матушкино";"город Москва, город Зеленоград, корпус 232";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.00321";"37.202985";"918659595";"{type=Point, coordinates=[37.202985, 56.00321]}";
"293";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Библиотека №255 Детское отделение";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1004";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.985962";"37.180234";"918659596";"{type=Point, coordinates=[37.180234, 55.985962]}";
"294";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗелАО» Библиотека №255 Взрослое отделение";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1004";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.985479";"37.180154";"918659597";"{type=Point, coordinates=[37.180154, 55.985479]}";
"295";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №229";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, Туристская улица, дом 31, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.857141";"37.419798";"918659598";"{type=Point, coordinates=[37.419798, 55.857141]}";
"296";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №172";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Новаторов, дом 14, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.667631";"37.523209";"918659599";"{type=Point, coordinates=[37.523209, 55.667631]}";
"297";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №172";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Новаторов, дом 14, корпус 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.667169";"37.52323";"918659600";"{type=Point, coordinates=[37.52323, 55.667169]}";
"298";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Детская библиотека №177";"Юго-Западный административный округ";"Гагаринский район";"город Москва, Университетский проспект, дом 9";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.696495";"37.548055";"918659602";"{type=Point, coordinates=[37.548055, 55.696495]}";
"299";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №182";"Юго-Западный административный округ";"Академический район";"город Москва, Новочерёмушкинская улица, дом 4, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.690156";"37.585779";"918659603";"{type=Point, coordinates=[37.585779, 55.690156]}";
"300";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №183 имени Данте Алигьери";"Юго-Западный административный округ";"Гагаринский район";"город Москва, улица Строителей, дом 8, корпус 2";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.689987";"37.535605";"918659604";"{type=Point, coordinates=[37.535605, 55.689987]}";
"301";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №38";"Северный административный округ";"Бескудниковский район";"город Москва, Дмитровское шоссе, дом 66";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858027";"37.560749";"918659606";"{type=Point, coordinates=[37.560749, 55.858027]}";
"302";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №189 «Патриот»";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Маршала Савицкого, дом 12, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.503516";"37.58329";"918659607";"{type=Point, coordinates=[37.58329, 55.503516]}";
"303";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №193";"Юго-Западный административный округ";"район Северное Бутово";"город Москва, улица Грина, дом 11";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.567778";"37.567363";"918659608";"{type=Point, coordinates=[37.567363, 55.567778]}";
"304";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №195";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, бульвар Адмирала Ушакова, дом 11";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.545775";"37.548131";"918659610";"{type=Point, coordinates=[37.548131, 55.545775]}";
"305";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №247";"Северо-Западный административный округ";"район Митино";"город Москва, Пятницкое шоссе, дом 16, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.843278";"37.386949";"918659611";"{type=Point, coordinates=[37.386949, 55.843278]}";
"306";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №3 имени Николая Александровича Добролюбова";"Центральный административный округ";"район Арбат";"город Москва, Смоленская площадь, дом 13/21";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749673";"37.582355";"918659612";"{type=Point, coordinates=[37.582355, 55.749673]}";
"307";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Детская библиотека №219";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, Озёрная улица, дом 13";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.679844";"37.458406";"918659613";"{type=Point, coordinates=[37.458406, 55.679844]}";
"308";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №202";"Западный административный округ";"район Фили-Давыдково";"город Москва, Кастанаевская улица, дом 52, строение 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.734251";"37.469589";"918659614";"{type=Point, coordinates=[37.469589, 55.734251]}";
"309";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"город Москва, улица Софьи Ковалевской, дом 8";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.882480";"37.533063";"918659615";"{type=Point, coordinates=[37.533063, 55.88248]}";
"310";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"город Москва, Коровинское шоссе, дом 22";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.880955";"37.521422";"918659616";"{type=Point, coordinates=[37.521422, 55.880955]}";
"311";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №31";"Северный административный округ";"район Аэропорт";"город Москва, улица Усиевича, дом 23";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.805248";"37.525666";"918659617";"{type=Point, coordinates=[37.525666, 55.805248]}";
"312";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №40";"Северный административный округ";"Савёловский район";"город Москва, Вятская улица, дом 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.793630";"37.581680";"918659618";"{type=Point, coordinates=[37.58168, 55.79363]}";
"313";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №46";"Северный административный округ";"район Коптево";"город Москва, Новопетровская улица, дом 16А";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.826588";"37.523299";"918659620";"{type=Point, coordinates=[37.523299, 55.826588]}";
"314";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №29";"Северный административный округ";"Тимирязевский район";"город Москва, Дмитровское шоссе, дом 43, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.833771";"37.572014";"918659621";"{type=Point, coordinates=[37.572014, 55.833771]}";
"315";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №41";"Северный административный округ";"Хорошёвский район";"город Москва, улица Куусинена, дом 6, корпус 6";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781466";"37.517234";"918659622";"{type=Point, coordinates=[37.517234, 55.781466]}";
"316";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №44";"Северный административный округ";"Головинский район";"город Москва, Смольная улица, дом 11";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846047";"37.498272";"918659623";"{type=Point, coordinates=[37.498272, 55.846047]}";
"317";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №45";"Северный административный округ";"Головинский район";"город Москва, Пулковская улица, дом 3, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.844208";"37.481484";"918659624";"{type=Point, coordinates=[37.481484, 55.844208]}";
"318";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №19 имени Федора Михайловича Достоевского";"Центральный административный округ";"Басманный район";"город Москва, улица Покровка, дом 21-23/25, строение 4";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.760064";"37.647145";"1015100168";"{type=Point, coordinates=[37.647145, 55.760064]}";
"319";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №8 имени Антона Павловича Чехова";"Центральный административный округ";"Тверской район";"город Москва, Страстной бульвар, дом 6, строение 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765605";"37.609299";"1015100170";"{type=Point, coordinates=[37.609299, 55.765605]}";
"320";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №33 имени Дмитрия Андреевича Фурманова";"Северный административный округ";"район Беговой";"город Москва, Беговая улица, дом 13";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.780765";"37.558427";"1015100171";"{type=Point, coordinates=[37.558427, 55.780765]}";
"321";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Центральная библиотека №224 имени Федора Васильевича Гладкова";"Северо-Западный административный округ";"район Южное Тушино";"город Москва, бульвар Яна Райниса, дом 1";"28";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.849812";"37.436220";"1015100172";"{type=Point, coordinates=[37.43622, 55.849812]}";
"322";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №221";"Западный административный округ";"район Солнцево";"город Москва, улица Авиаторов, дом 7";"18";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640996";"37.404003";"1015100173";"{type=Point, coordinates=[37.404003, 55.640996]}";
"323";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №200 «Истоки»";"Западный административный округ";"район Кунцево";"город Москва, улица Боженко, дом 14, корпус 4";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.732671";"37.407780";"1015100174";"{type=Point, coordinates=[37.40778, 55.732671]}";
"324";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №198 имени Бориса Леонидовича Пастернака";"Западный административный округ";"Можайский район";"город Москва, Беловежская улица, дом 53, корпус 2";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.709632";"37.396299";"1015100175";"{type=Point, coordinates=[37.396299, 55.709632]}";
"325";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Детская библиотека №208 Центр культурного наследия Владимра Ивановича Даля";"Западный административный округ";"Можайский район";"город Москва, Беловежская улица, дом 39, корпус 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.710769";"37.394709";"1015100176";"{type=Point, coordinates=[37.394709, 55.710769]}";
"326";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №259";"Новомосковский административный округ";"поселение Московский";"город Москва, город Московский, 1-й микрорайон, дом 49";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.601981";"37.345688";"1015100162";"{type=Point, coordinates=[37.345688, 55.601981]}";
"327";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №261";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, посёлок Газопровод, дом 16";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.582497";"37.476339";"1015100163";"{type=Point, coordinates=[37.476339, 55.582497]}";
"328";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №262";"Новомосковский административный округ";"поселение Филимонковское";"город Москва, поселение Филимонковское, посёлок Марьино, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.550371";"37.327219";"1015100164";"{type=Point, coordinates=[37.327219, 55.550371]}";
"329";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №263";"Новомосковский административный округ";"поселение Десеновское";"город Москва, поселение Десеновское, улица Дмитрия Рябинкина, дом 13";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.502615";"37.332474";"1015100165";"{type=Point, coordinates=[37.332474, 55.502615]}";
"330";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система «Новомосковская» Библиотека №264";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, посёлок Коммунарка, дом 14";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.570054";"37.477830";"1015100166";"{type=Point, coordinates=[37.47783, 55.570054]}";
"331";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Детская библиотека №22 имени Льва Абрамовича Кассиля";"Северный административный округ";"район Левобережный";"город Москва, Ленинградское шоссе, дом 120";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.867632";"37.462873";"1015100167";"{type=Point, coordinates=[37.462873, 55.867632]}";
"332";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №68";"Северо-Восточный административный округ";"Лосиноостровский район";"город Москва, Челюскинская улица, дом 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.879117";"37.700873";"1015100169";"{type=Point, coordinates=[37.700873, 55.879117]}";
"333";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №59";"Северо-Восточный административный округ";"Ярославский район";"город Москва, Ярославское шоссе, дом 117";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.872844";"37.712713";"1026678765";"{type=Point, coordinates=[37.712713, 55.872844]}";
"334";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №58";"Северо-Восточный административный округ";"Лосиноостровский район";"город Москва, Тайнинская улица, дом 16, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.880637";"37.686437";"1026678766";"{type=Point, coordinates=[37.686437, 55.880637]}";
"335";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №52";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Конёнкова, дом 23";"21";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.894727";"37.610745";"1026678725";"{type=Point, coordinates=[37.610745, 55.894727]}";
"336";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №49";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Корнейчука, дом 59";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.890901";"37.624525";"1026678726";"{type=Point, coordinates=[37.624525, 55.890901]}";
"337";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №134";"Юго-Восточный административный округ";"район Капотня";"город Москва, 5-й квартал Капотня, дом 17";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.632992";"37.802679";"1026678727";"{type=Point, coordinates=[37.802679, 55.632992]}";
"338";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №117";"Юго-Восточный административный округ";"район Некрасовка";"город Москва, 2-я Вольская улица, дом 20";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.686163";"37.920727";"1026678728";"{type=Point, coordinates=[37.920727, 55.686163]}";
"339";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №110 Подразделение 2";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Ташкентская улица, дом 18, корпус 1";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702297";"37.812983";"1026678729";"{type=Point, coordinates=[37.812983, 55.702297]}";
"340";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №108";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Привольная улица, дом 21";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.697529";"37.843849";"1026678730";"{type=Point, coordinates=[37.843849, 55.697529]}";
"341";"Государственное бюджетное учреждение культуры города Москвы «Центральная городская детская библиотека имени Аркадия Петровича Гайдара»";"Центральный административный округ";"район Хамовники";"город Москва, Ружейный переулок, дом 4, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743553";"37.580894";"1026678731";"{type=Point, coordinates=[37.580894, 55.743553]}";
"342";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №10";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757997";"37.542653";"1026678732";"{type=Point, coordinates=[37.542653, 55.757997]}";
"343";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №10";"Центральный административный округ";"Пресненский район";"город Москва, Стрельбищенский переулок, дом 5, строение 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758392";"37.536949";"1026678733";"{type=Point, coordinates=[37.536949, 55.758392]}";
"344";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №11 имени Дениса Васильевича Давыдова";"Центральный административный округ";"Пресненский район";"город Москва, Мукомольный проезд, дом 9, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.753580";"37.522504";"1026678734";"{type=Point, coordinates=[37.522504, 55.75358]}";
"345";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №12 имени Ивана Алексеевича Бунина";"Центральный административный округ";"Пресненский район";"город Москва, Нововаганьковский переулок, дом 22";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.759370";"37.564527";"1026678735";"{type=Point, coordinates=[37.564527, 55.75937]}";
"346";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №13 имени Николая Гавриловича Чернышевского";"Центральный административный округ";"район Замоскворечье";"город Москва, Космодамианская набережная, дом 4/22, корпус В";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.745063";"37.638835";"1026678736";"{type=Point, coordinates=[37.638835, 55.745063]}";
"347";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"город Москва, Малая Калитниковская улица, дом 22";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733148";"37.683967";"1026678737";"{type=Point, coordinates=[37.683967, 55.733148]}";
"348";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"город Москва, Волгоградский проспект, дом 16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.728930";"37.675541";"1026678738";"{type=Point, coordinates=[37.675541, 55.72893]}";
"349";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"город Москва, Новоспасский переулок, дом 5";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733624";"37.654448";"1026678739";"{type=Point, coordinates=[37.654448, 55.733624]}";
"350";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №18 имени Василия Андреевича Жуковского";"Центральный административный округ";"Басманный район";"город Москва, Дурасовский переулок, дом 9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.754755";"37.651124";"1026678740";"{type=Point, coordinates=[37.651124, 55.754755]}";
"351";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №19 имени Федора Михайловича Достоевского";"Центральный административный округ";"Басманный район";"город Москва, улица Макаренко, дом 1/19";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.761254";"37.646534";"1026678741";"{type=Point, coordinates=[37.646534, 55.761254]}";
"352";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №2 имени Юрия Валентиновича Трифонова";"Центральный административный округ";"Тверской район";"город Москва, 4-я Тверская-Ямская улица, дом 26/8";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.774558";"37.593857";"1026678742";"{type=Point, coordinates=[37.593857, 55.774558]}";
"353";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №267 имени Надежды Константиновны Крупской";"Центральный административный округ";"Красносельский район";"город Москва, Русаковская улица, дом 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781681";"37.673636";"1026678743";"{type=Point, coordinates=[37.673636, 55.781681]}";
"354";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №267 имени Надежды Константиновны Крупской";"Центральный административный округ";"Красносельский район";"город Москва, Большая Спасская улица, дом 31";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.776451";"37.644252";"1026678744";"{type=Point, coordinates=[37.644252, 55.776451]}";
"355";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №4 имени Екатерины Алексеевны Фурцевой";"Центральный административный округ";"район Хамовники";"город Москва, Фрунзенская набережная, дом 50";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718659";"37.576807";"1026678745";"{type=Point, coordinates=[37.576807, 55.718659]}";
